PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2939,2019-09-06T14:45:52.6099797-06:00
abbrev,parameter,measDateTime,measValue,measUnit,flagA,flagB,modified
PLAKERCO,DISCHRG,2019-08-14T01:00:00.0000000,322,cfs,O,,2019-08-14T01:39:55.0700000
PLAKERCO,DISCHRG,2019-08-14T01:15:00.0000000,326,cfs,O,,2019-08-14T01:39:55.0830000
PLAKERCO,DISCHRG,2019-08-14T01:30:00.0000000,322,cfs,O,,2019-08-14T01:39:55.0830000
PLAKERCO,DISCHRG,2019-08-14T01:45:00.0000000,322,cfs,O,,2019-08-14T02:39:56.5730000
PLAKERCO,DISCHRG,2019-08-14T02:00:00.0000000,312,cfs,O,,2019-08-14T02:39:56.5730000
PLAKERCO,DISCHRG,2019-08-14T02:15:00.0000000,315,cfs,O,,2019-08-14T02:39:56.5900000
PLAKERCO,DISCHRG,2019-08-14T02:30:00.0000000,315,cfs,O,,2019-08-14T02:39:56.5900000
PLAKERCO,DISCHRG,2019-08-14T02:45:00.0000000,315,cfs,O,,2019-08-14T03:39:58.0130000
PLAKERCO,DISCHRG,2019-08-14T03:00:00.0000000,312,cfs,O,,2019-08-14T03:39:58.0130000
PLAKERCO,DISCHRG,2019-08-14T03:15:00.0000000,315,cfs,O,,2019-08-14T03:39:58.0130000
PLAKERCO,DISCHRG,2019-08-14T03:30:00.0000000,319,cfs,O,,2019-08-14T03:39:58.0130000
PLAKERCO,DISCHRG,2019-08-14T03:45:00.0000000,319,cfs,O,,2019-08-14T04:39:59.3630000
PLAKERCO,DISCHRG,2019-08-14T04:00:00.0000000,319,cfs,O,,2019-08-14T04:39:59.3630000
PLAKERCO,DISCHRG,2019-08-14T04:15:00.0000000,322,cfs,O,,2019-08-14T04:39:59.3630000
PLAKERCO,DISCHRG,2019-08-14T04:30:00.0000000,319,cfs,O,,2019-08-14T04:39:59.3800000
PLAKERCO,DISCHRG,2019-08-14T04:45:00.0000000,322,cfs,O,,2019-08-14T05:39:40.7300000
PLAKERCO,DISCHRG,2019-08-14T05:00:00.0000000,315,cfs,O,,2019-08-14T05:39:40.7300000
PLAKERCO,DISCHRG,2019-08-14T05:15:00.0000000,319,cfs,O,,2019-08-14T05:39:40.7300000
PLAKERCO,DISCHRG,2019-08-14T05:30:00.0000000,319,cfs,O,,2019-08-14T05:39:40.7300000
PLAKERCO,DISCHRG,2019-08-14T05:45:00.0000000,319,cfs,O,,2019-08-14T06:39:42.0700000
PLAKERCO,DISCHRG,2019-08-14T06:00:00.0000000,312,cfs,O,,2019-08-14T06:39:42.0700000
PLAKERCO,DISCHRG,2019-08-14T06:15:00.0000000,315,cfs,O,,2019-08-14T06:39:42.0700000
PLAKERCO,DISCHRG,2019-08-14T06:30:00.0000000,308,cfs,O,,2019-08-14T06:39:42.0870000
PLAKERCO,DISCHRG,2019-08-14T06:45:00.0000000,312,cfs,O,,2019-08-14T07:39:43.5670000
PLAKERCO,DISCHRG,2019-08-14T07:00:00.0000000,312,cfs,O,,2019-08-14T07:39:43.5670000
PLAKERCO,DISCHRG,2019-08-14T07:15:00.0000000,312,cfs,O,,2019-08-14T07:39:43.5670000
PLAKERCO,DISCHRG,2019-08-14T07:30:00.0000000,315,cfs,O,,2019-08-14T07:39:43.5830000
PLAKERCO,DISCHRG,2019-08-14T07:45:00.0000000,315,cfs,O,,2019-08-14T08:39:45.0100000
PLAKERCO,DISCHRG,2019-08-14T08:00:00.0000000,315,cfs,O,,2019-08-14T08:39:45.0100000
PLAKERCO,DISCHRG,2019-08-14T08:15:00.0000000,315,cfs,O,,2019-08-14T08:39:45.0100000
PLAKERCO,DISCHRG,2019-08-14T08:30:00.0000000,312,cfs,O,,2019-08-14T08:39:45.0100000
PLAKERCO,DISCHRG,2019-08-14T08:45:00.0000000,319,cfs,O,,2019-08-14T09:39:46.3970000
PLAKERCO,DISCHRG,2019-08-14T09:00:00.0000000,308,cfs,O,,2019-08-14T09:39:46.3970000
PLAKERCO,DISCHRG,2019-08-14T09:15:00.0000000,315,cfs,O,,2019-08-14T09:39:46.3970000
PLAKERCO,DISCHRG,2019-08-14T09:30:00.0000000,312,cfs,O,,2019-08-14T09:39:46.3970000
PLAKERCO,DISCHRG,2019-08-14T09:45:00.0000000,312,cfs,O,,2019-08-14T10:40:06.4530000
PLAKERCO,DISCHRG,2019-08-14T10:00:00.0000000,304,cfs,O,,2019-08-14T10:40:06.4530000
PLAKERCO,DISCHRG,2019-08-14T10:15:00.0000000,304,cfs,O,,2019-08-14T10:40:06.4530000
PLAKERCO,DISCHRG,2019-08-14T10:30:00.0000000,301,cfs,O,,2019-08-14T10:40:06.4700000
PLAKERCO,DISCHRG,2019-08-14T10:45:00.0000000,304,cfs,O,,2019-08-14T11:40:07.9800000
PLAKERCO,DISCHRG,2019-08-14T11:00:00.0000000,308,cfs,O,,2019-08-14T11:40:07.9970000
PLAKERCO,DISCHRG,2019-08-14T11:15:00.0000000,312,cfs,O,,2019-08-14T11:40:08.0100000
PLAKERCO,DISCHRG,2019-08-14T11:30:00.0000000,312,cfs,O,,2019-08-14T11:40:08.0270000
PLAKERCO,DISCHRG,2019-08-14T11:45:00.0000000,312,cfs,O,,2019-08-14T12:39:29.2500000
PLAKERCO,DISCHRG,2019-08-14T12:00:00.0000000,312,cfs,O,,2019-08-14T12:39:29.2500000
PLAKERCO,DISCHRG,2019-08-14T12:15:00.0000000,308,cfs,O,,2019-08-14T12:39:29.2500000
PLAKERCO,DISCHRG,2019-08-14T12:30:00.0000000,315,cfs,O,,2019-08-14T12:39:29.2630000
PLAKERCO,DISCHRG,2019-08-14T12:45:00.0000000,312,cfs,O,,2019-08-14T13:39:50.8670000
PLAKERCO,DISCHRG,2019-08-14T13:00:00.0000000,308,cfs,O,,2019-08-14T13:39:50.8670000
PLAKERCO,DISCHRG,2019-08-14T13:15:00.0000000,312,cfs,O,,2019-08-14T13:39:50.8830000
PLAKERCO,DISCHRG,2019-08-14T13:30:00.0000000,308,cfs,O,,2019-08-14T13:39:50.8830000
PLAKERCO,DISCHRG,2019-08-14T13:45:00.0000000,308,cfs,O,,2019-08-14T14:39:52.1700000
PLAKERCO,DISCHRG,2019-08-14T14:00:00.0000000,308,cfs,O,,2019-08-14T14:39:52.1870000
PLAKERCO,DISCHRG,2019-08-14T14:15:00.0000000,301,cfs,O,,2019-08-14T14:39:52.2000000
PLAKERCO,DISCHRG,2019-08-14T14:30:00.0000000,304,cfs,O,,2019-08-14T14:39:52.2170000
PLAKERCO,DISCHRG,2019-08-14T14:45:00.0000000,308,cfs,O,,2019-08-14T15:39:53.4670000
PLAKERCO,DISCHRG,2019-08-14T15:00:00.0000000,308,cfs,O,,2019-08-14T15:39:53.4830000
PLAKERCO,DISCHRG,2019-08-14T15:15:00.0000000,312,cfs,O,,2019-08-14T15:39:53.4830000
PLAKERCO,DISCHRG,2019-08-14T15:30:00.0000000,312,cfs,O,,2019-08-14T15:39:53.5000000
PLAKERCO,DISCHRG,2019-08-14T15:45:00.0000000,315,cfs,O,,2019-08-14T16:39:34.7130000
PLAKERCO,DISCHRG,2019-08-14T16:00:00.0000000,312,cfs,O,,2019-08-14T16:39:34.7270000
PLAKERCO,DISCHRG,2019-08-14T16:15:00.0000000,315,cfs,O,,2019-08-14T16:39:34.7430000
PLAKERCO,DISCHRG,2019-08-14T16:30:00.0000000,312,cfs,O,,2019-08-14T16:39:34.7600000
PLAKERCO,DISCHRG,2019-08-14T16:45:00.0000000,312,cfs,O,,2019-08-14T17:39:35.9830000
PLAKERCO,DISCHRG,2019-08-14T17:00:00.0000000,312,cfs,O,,2019-08-14T17:39:35.9830000
PLAKERCO,DISCHRG,2019-08-14T17:15:00.0000000,312,cfs,O,,2019-08-14T17:39:35.9970000
PLAKERCO,DISCHRG,2019-08-14T17:30:00.0000000,308,cfs,O,,2019-08-14T17:39:35.9970000
PLAKERCO,DISCHRG,2019-08-14T17:45:00.0000000,304,cfs,O,,2019-08-14T18:39:37.4530000
PLAKERCO,DISCHRG,2019-08-14T18:00:00.0000000,308,cfs,O,,2019-08-14T18:39:37.4530000
PLAKERCO,DISCHRG,2019-08-14T18:15:00.0000000,304,cfs,O,,2019-08-14T18:39:37.4700000
PLAKERCO,DISCHRG,2019-08-14T18:30:00.0000000,304,cfs,O,,2019-08-14T18:39:37.4700000
PLAKERCO,DISCHRG,2019-08-14T18:45:00.0000000,312,cfs,O,,2019-08-14T19:39:39.2700000
PLAKERCO,DISCHRG,2019-08-14T19:00:00.0000000,308,cfs,O,,2019-08-14T19:39:39.2700000
PLAKERCO,DISCHRG,2019-08-14T19:15:00.0000000,315,cfs,O,,2019-08-14T19:39:39.2700000
PLAKERCO,DISCHRG,2019-08-14T19:30:00.0000000,315,cfs,O,,2019-08-14T19:39:39.2870000
PLAKERCO,DISCHRG,2019-08-14T19:45:00.0000000,319,cfs,O,,2019-08-14T20:40:00.4300000
PLAKERCO,DISCHRG,2019-08-14T20:00:00.0000000,319,cfs,O,,2019-08-14T20:40:00.4300000
PLAKERCO,DISCHRG,2019-08-14T20:15:00.0000000,322,cfs,O,,2019-08-14T20:40:00.4300000
PLAKERCO,DISCHRG,2019-08-14T20:30:00.0000000,319,cfs,O,,2019-08-14T20:40:00.4300000
PLAKERCO,DISCHRG,2019-08-14T20:45:00.0000000,322,cfs,O,,2019-08-14T21:40:01.7330000
PLAKERCO,DISCHRG,2019-08-14T21:00:00.0000000,326,cfs,O,,2019-08-14T21:40:01.7330000
PLAKERCO,DISCHRG,2019-08-14T21:15:00.0000000,322,cfs,O,,2019-08-14T21:40:01.7330000
PLAKERCO,DISCHRG,2019-08-14T21:30:00.0000000,326,cfs,O,,2019-08-14T21:40:01.7330000
PLAKERCO,DISCHRG,2019-08-14T21:45:00.0000000,322,cfs,O,,2019-08-14T22:40:03.0000000
PLAKERCO,DISCHRG,2019-08-14T22:00:00.0000000,322,cfs,O,,2019-08-14T22:40:03.0170000
PLAKERCO,DISCHRG,2019-08-14T22:15:00.0000000,326,cfs,O,,2019-08-14T22:40:03.0170000
PLAKERCO,DISCHRG,2019-08-14T22:30:00.0000000,322,cfs,O,,2019-08-14T22:40:03.0170000
PLAKERCO,DISCHRG,2019-08-14T22:45:00.0000000,330,cfs,O,,2019-08-14T23:39:24.2870000
PLAKERCO,DISCHRG,2019-08-14T23:00:00.0000000,330,cfs,O,,2019-08-14T23:39:24.2870000
PLAKERCO,DISCHRG,2019-08-14T23:15:00.0000000,337,cfs,O,,2019-08-14T23:39:24.2870000
PLAKERCO,DISCHRG,2019-08-14T23:30:00.0000000,341,cfs,O,,2019-08-14T23:39:24.2870000
PLAKERCO,DISCHRG,2019-08-14T23:45:00.0000000,337,cfs,O,,2019-08-15T00:39:45.4200000
PLAKERCO,DISCHRG,2019-08-15T00:00:00.0000000,341,cfs,O,,2019-08-15T00:39:45.4200000
PLAKERCO,DISCHRG,2019-08-15T00:15:00.0000000,341,cfs,O,,2019-08-15T00:39:45.4200000
PLAKERCO,DISCHRG,2019-08-15T00:30:00.0000000,337,cfs,O,,2019-08-15T00:39:45.4200000
PLAKERCO,DISCHRG,2019-08-15T00:45:00.0000000,345,cfs,O,,2019-08-15T01:39:51.6000000
PLAKERCO,DISCHRG,2019-08-15T01:00:00.0000000,345,cfs,O,,2019-08-15T01:39:51.6170000
PLAKERCO,DISCHRG,2019-08-15T01:15:00.0000000,341,cfs,O,,2019-08-15T01:39:51.6330000
PLAKERCO,DISCHRG,2019-08-15T01:30:00.0000000,345,cfs,O,,2019-08-15T01:39:51.6500000
PLAKERCO,DISCHRG,2019-08-15T01:45:00.0000000,345,cfs,O,,2019-08-15T02:39:53.0070000
PLAKERCO,DISCHRG,2019-08-15T02:00:00.0000000,337,cfs,O,,2019-08-15T02:39:53.0200000
PLAKERCO,DISCHRG,2019-08-15T02:15:00.0000000,337,cfs,O,,2019-08-15T02:39:53.0200000
PLAKERCO,DISCHRG,2019-08-15T02:30:00.0000000,337,cfs,O,,2019-08-15T02:39:53.0200000
PLAKERCO,DISCHRG,2019-08-15T02:45:00.0000000,341,cfs,O,,2019-08-15T03:39:54.2930000
PLAKERCO,DISCHRG,2019-08-15T03:00:00.0000000,337,cfs,O,,2019-08-15T03:39:54.2930000
PLAKERCO,DISCHRG,2019-08-15T03:15:00.0000000,345,cfs,O,,2019-08-15T03:39:54.3100000
PLAKERCO,DISCHRG,2019-08-15T03:30:00.0000000,345,cfs,O,,2019-08-15T03:39:54.3100000
PLAKERCO,DISCHRG,2019-08-15T03:45:00.0000000,349,cfs,O,,2019-08-15T04:39:35.9900000
PLAKERCO,DISCHRG,2019-08-15T04:00:00.0000000,345,cfs,O,,2019-08-15T04:39:35.9900000
PLAKERCO,DISCHRG,2019-08-15T04:15:00.0000000,345,cfs,O,,2019-08-15T04:39:36.0030000
PLAKERCO,DISCHRG,2019-08-15T04:30:00.0000000,345,cfs,O,,2019-08-15T04:39:36.0030000
PLAKERCO,DISCHRG,2019-08-15T04:45:00.0000000,349,cfs,O,,2019-08-15T05:39:37.5000000
PLAKERCO,DISCHRG,2019-08-15T05:00:00.0000000,345,cfs,O,,2019-08-15T05:39:37.5000000
PLAKERCO,DISCHRG,2019-08-15T05:15:00.0000000,345,cfs,O,,2019-08-15T05:39:37.5000000
PLAKERCO,DISCHRG,2019-08-15T05:30:00.0000000,341,cfs,O,,2019-08-15T05:39:37.5170000
PLAKERCO,DISCHRG,2019-08-15T05:45:00.0000000,341,cfs,O,,2019-08-15T06:39:38.8630000
PLAKERCO,DISCHRG,2019-08-15T06:00:00.0000000,341,cfs,O,,2019-08-15T06:39:38.8630000
PLAKERCO,DISCHRG,2019-08-15T06:15:00.0000000,334,cfs,O,,2019-08-15T06:39:38.8630000
PLAKERCO,DISCHRG,2019-08-15T06:30:00.0000000,337,cfs,O,,2019-08-15T06:39:38.8630000
PLAKERCO,DISCHRG,2019-08-15T06:45:00.0000000,337,cfs,O,,2019-08-15T07:39:40.1730000
PLAKERCO,DISCHRG,2019-08-15T07:00:00.0000000,341,cfs,O,,2019-08-15T07:39:40.1900000
PLAKERCO,DISCHRG,2019-08-15T07:15:00.0000000,337,cfs,O,,2019-08-15T07:39:40.1900000
PLAKERCO,DISCHRG,2019-08-15T07:30:00.0000000,349,cfs,O,,2019-08-15T07:39:40.1900000
PLAKERCO,DISCHRG,2019-08-15T07:45:00.0000000,341,cfs,O,,2019-08-15T08:40:01.6330000
PLAKERCO,DISCHRG,2019-08-15T08:00:00.0000000,345,cfs,O,,2019-08-15T08:40:01.6500000
PLAKERCO,DISCHRG,2019-08-15T08:15:00.0000000,341,cfs,O,,2019-08-15T08:40:01.6670000
PLAKERCO,DISCHRG,2019-08-15T08:30:00.0000000,349,cfs,O,,2019-08-15T08:40:01.6800000
PLAKERCO,DISCHRG,2019-08-15T08:45:00.0000000,341,cfs,O,,2019-08-15T09:40:03.0530000
PLAKERCO,DISCHRG,2019-08-15T09:00:00.0000000,349,cfs,O,,2019-08-15T09:40:03.0530000
PLAKERCO,DISCHRG,2019-08-15T09:15:00.0000000,337,cfs,O,,2019-08-15T09:40:03.0830000
PLAKERCO,DISCHRG,2019-08-15T09:30:00.0000000,341,cfs,O,,2019-08-15T09:40:03.0830000
PLAKERCO,DISCHRG,2019-08-15T09:45:00.0000000,341,cfs,O,,2019-08-15T10:40:04.5130000
PLAKERCO,DISCHRG,2019-08-15T10:00:00.0000000,337,cfs,O,,2019-08-15T10:40:04.5130000
PLAKERCO,DISCHRG,2019-08-15T10:15:00.0000000,341,cfs,O,,2019-08-15T10:40:04.5130000
PLAKERCO,DISCHRG,2019-08-15T10:30:00.0000000,341,cfs,O,,2019-08-15T10:40:04.5130000
PLAKERCO,DISCHRG,2019-08-15T10:45:00.0000000,337,cfs,O,,2019-08-15T11:39:46.0030000
PLAKERCO,DISCHRG,2019-08-15T11:00:00.0000000,341,cfs,O,,2019-08-15T11:39:46.0030000
PLAKERCO,DISCHRG,2019-08-15T11:15:00.0000000,341,cfs,O,,2019-08-15T11:39:46.0330000
PLAKERCO,DISCHRG,2019-08-15T11:30:00.0000000,341,cfs,O,,2019-08-15T11:39:46.0330000
PLAKERCO,DISCHRG,2019-08-15T11:45:00.0000000,341,cfs,O,,2019-08-15T12:39:47.4770000
PLAKERCO,DISCHRG,2019-08-15T12:00:00.0000000,345,cfs,O,,2019-08-15T12:39:47.4770000
PLAKERCO,DISCHRG,2019-08-15T12:15:00.0000000,341,cfs,O,,2019-08-15T12:39:47.4770000
PLAKERCO,DISCHRG,2019-08-15T12:30:00.0000000,341,cfs,O,,2019-08-15T12:39:47.4900000
PLAKERCO,DISCHRG,2019-08-15T12:45:00.0000000,334,cfs,O,,2019-08-15T13:39:49.3100000
PLAKERCO,DISCHRG,2019-08-15T13:00:00.0000000,337,cfs,O,,2019-08-15T13:39:49.3100000
PLAKERCO,DISCHRG,2019-08-15T13:15:00.0000000,330,cfs,O,,2019-08-15T13:39:49.3100000
PLAKERCO,DISCHRG,2019-08-15T13:30:00.0000000,334,cfs,O,,2019-08-15T13:39:49.3100000
PLAKERCO,DISCHRG,2019-08-15T13:45:00.0000000,326,cfs,O,,2019-08-15T14:39:50.8670000
PLAKERCO,DISCHRG,2019-08-15T14:00:00.0000000,330,cfs,O,,2019-08-15T14:39:50.8670000
PLAKERCO,DISCHRG,2019-08-15T14:15:00.0000000,326,cfs,O,,2019-08-15T14:39:50.8670000
PLAKERCO,DISCHRG,2019-08-15T14:30:00.0000000,330,cfs,O,,2019-08-15T14:39:50.8670000
PLAKERCO,DISCHRG,2019-08-15T14:45:00.0000000,330,cfs,O,,2019-08-15T15:39:52.1870000
PLAKERCO,DISCHRG,2019-08-15T15:00:00.0000000,330,cfs,O,,2019-08-15T15:39:52.1870000
PLAKERCO,DISCHRG,2019-08-15T15:15:00.0000000,330,cfs,O,,2019-08-15T15:39:52.1870000
PLAKERCO,DISCHRG,2019-08-15T15:30:00.0000000,326,cfs,O,,2019-08-15T15:39:52.1870000
PLAKERCO,DISCHRG,2019-08-15T15:45:00.0000000,326,cfs,O,,2019-08-15T16:40:13.6070000
PLAKERCO,DISCHRG,2019-08-15T16:00:00.0000000,330,cfs,O,,2019-08-15T16:40:13.6200000
PLAKERCO,DISCHRG,2019-08-15T16:15:00.0000000,326,cfs,O,,2019-08-15T16:40:13.6200000
PLAKERCO,DISCHRG,2019-08-15T16:30:00.0000000,322,cfs,O,,2019-08-15T16:40:13.6200000
PLAKERCO,DISCHRG,2019-08-15T16:45:00.0000000,326,cfs,O,,2019-08-15T17:39:35.0570000
PLAKERCO,DISCHRG,2019-08-15T17:00:00.0000000,319,cfs,O,,2019-08-15T17:39:35.0570000
PLAKERCO,DISCHRG,2019-08-15T17:15:00.0000000,315,cfs,O,,2019-08-15T17:39:35.0570000
PLAKERCO,DISCHRG,2019-08-15T17:30:00.0000000,315,cfs,O,,2019-08-15T17:39:35.0570000
PLAKERCO,DISCHRG,2019-08-15T17:45:00.0000000,312,cfs,O,,2019-08-15T18:39:36.4730000
PLAKERCO,DISCHRG,2019-08-15T18:00:00.0000000,312,cfs,O,,2019-08-15T18:39:36.4730000
PLAKERCO,DISCHRG,2019-08-15T18:15:00.0000000,315,cfs,O,,2019-08-15T18:39:36.4900000
PLAKERCO,DISCHRG,2019-08-15T18:30:00.0000000,312,cfs,O,,2019-08-15T18:39:36.4900000
PLAKERCO,DISCHRG,2019-08-15T18:45:00.0000000,315,cfs,O,,2019-08-15T19:39:37.6900000
PLAKERCO,DISCHRG,2019-08-15T19:00:00.0000000,315,cfs,O,,2019-08-15T19:39:37.6900000
PLAKERCO,DISCHRG,2019-08-15T19:15:00.0000000,319,cfs,O,,2019-08-15T19:39:37.6900000
PLAKERCO,DISCHRG,2019-08-15T19:30:00.0000000,312,cfs,O,,2019-08-15T19:39:37.6900000
PLAKERCO,DISCHRG,2019-08-15T19:45:00.0000000,319,cfs,O,,2019-08-15T20:39:58.6700000
PLAKERCO,DISCHRG,2019-08-15T20:00:00.0000000,315,cfs,O,,2019-08-15T20:39:58.6700000
PLAKERCO,DISCHRG,2019-08-15T20:15:00.0000000,322,cfs,O,,2019-08-15T20:39:58.6700000
PLAKERCO,DISCHRG,2019-08-15T20:30:00.0000000,319,cfs,O,,2019-08-15T20:39:58.6700000
PLAKERCO,DISCHRG,2019-08-15T20:45:00.0000000,315,cfs,O,,2019-08-15T21:39:59.9970000
PLAKERCO,DISCHRG,2019-08-15T21:00:00.0000000,312,cfs,O,,2019-08-15T21:39:59.9970000
PLAKERCO,DISCHRG,2019-08-15T21:15:00.0000000,312,cfs,O,,2019-08-15T21:40:00.0130000
PLAKERCO,DISCHRG,2019-08-15T21:30:00.0000000,312,cfs,O,,2019-08-15T21:40:00.0130000
PLAKERCO,DISCHRG,2019-08-15T21:45:00.0000000,308,cfs,O,,2019-08-15T22:40:01.9170000
PLAKERCO,DISCHRG,2019-08-15T22:00:00.0000000,308,cfs,O,,2019-08-15T22:40:01.9300000
PLAKERCO,DISCHRG,2019-08-15T22:15:00.0000000,308,cfs,O,,2019-08-15T22:40:01.9300000
PLAKERCO,DISCHRG,2019-08-15T22:30:00.0000000,312,cfs,O,,2019-08-15T22:40:01.9300000
PLAKERCO,DISCHRG,2019-08-15T22:45:00.0000000,312,cfs,O,,2019-08-15T23:40:03.3230000
PLAKERCO,DISCHRG,2019-08-15T23:00:00.0000000,315,cfs,O,,2019-08-15T23:40:03.3400000
PLAKERCO,DISCHRG,2019-08-15T23:15:00.0000000,315,cfs,O,,2019-08-15T23:40:03.3400000
PLAKERCO,DISCHRG,2019-08-15T23:30:00.0000000,319,cfs,O,,2019-08-15T23:40:03.3400000
PLAKERCO,DISCHRG,2019-08-15T23:45:00.0000000,315,cfs,O,,2019-08-16T00:39:44.7500000
PLAKERCO,DISCHRG,2019-08-16T00:00:00.0000000,315,cfs,O,,2019-08-16T00:39:44.7500000
PLAKERCO,DISCHRG,2019-08-16T00:15:00.0000000,319,cfs,O,,2019-08-16T00:39:44.7630000
PLAKERCO,DISCHRG,2019-08-16T00:30:00.0000000,315,cfs,O,,2019-08-16T00:39:44.7630000
PLAKERCO,DISCHRG,2019-08-16T00:45:00.0000000,319,cfs,O,,2019-08-16T01:39:48.3130000
PLAKERCO,DISCHRG,2019-08-16T01:00:00.0000000,312,cfs,O,,2019-08-16T01:39:48.3130000
PLAKERCO,DISCHRG,2019-08-16T01:15:00.0000000,308,cfs,O,,2019-08-16T01:39:48.3130000
PLAKERCO,DISCHRG,2019-08-16T01:30:00.0000000,312,cfs,O,,2019-08-16T01:39:48.3300000
PLAKERCO,DISCHRG,2019-08-16T01:45:00.0000000,312,cfs,O,,2019-08-16T02:39:49.7500000
PLAKERCO,DISCHRG,2019-08-16T02:00:00.0000000,304,cfs,O,,2019-08-16T02:39:49.7500000
PLAKERCO,DISCHRG,2019-08-16T02:15:00.0000000,315,cfs,O,,2019-08-16T02:39:49.7670000
PLAKERCO,DISCHRG,2019-08-16T02:30:00.0000000,315,cfs,O,,2019-08-16T02:39:49.7670000
PLAKERCO,DISCHRG,2019-08-16T02:45:00.0000000,315,cfs,O,,2019-08-16T03:39:50.9900000
PLAKERCO,DISCHRG,2019-08-16T03:00:00.0000000,319,cfs,O,,2019-08-16T03:39:50.9900000
PLAKERCO,DISCHRG,2019-08-16T03:15:00.0000000,319,cfs,O,,2019-08-16T03:39:51.0030000
PLAKERCO,DISCHRG,2019-08-16T03:30:00.0000000,319,cfs,O,,2019-08-16T03:39:51.0030000
PLAKERCO,DISCHRG,2019-08-16T03:45:00.0000000,315,cfs,O,,2019-08-16T04:39:52.3230000
PLAKERCO,DISCHRG,2019-08-16T04:00:00.0000000,319,cfs,O,,2019-08-16T04:39:52.3230000
PLAKERCO,DISCHRG,2019-08-16T04:15:00.0000000,319,cfs,O,,2019-08-16T04:39:52.3400000
PLAKERCO,DISCHRG,2019-08-16T04:30:00.0000000,315,cfs,O,,2019-08-16T04:39:52.3400000
PLAKERCO,DISCHRG,2019-08-16T04:45:00.0000000,319,cfs,O,,2019-08-16T05:39:53.6930000
PLAKERCO,DISCHRG,2019-08-16T05:00:00.0000000,312,cfs,O,,2019-08-16T05:39:53.6930000
PLAKERCO,DISCHRG,2019-08-16T05:15:00.0000000,312,cfs,O,,2019-08-16T05:39:53.6930000
PLAKERCO,DISCHRG,2019-08-16T05:30:00.0000000,308,cfs,O,,2019-08-16T05:39:53.6930000
PLAKERCO,DISCHRG,2019-08-16T05:45:00.0000000,312,cfs,O,,2019-08-16T06:39:34.9670000
PLAKERCO,DISCHRG,2019-08-16T06:00:00.0000000,308,cfs,O,,2019-08-16T06:39:34.9670000
PLAKERCO,DISCHRG,2019-08-16T06:15:00.0000000,308,cfs,O,,2019-08-16T06:39:34.9670000
PLAKERCO,DISCHRG,2019-08-16T06:30:00.0000000,315,cfs,O,,2019-08-16T06:39:34.9670000
PLAKERCO,DISCHRG,2019-08-16T06:45:00.0000000,319,cfs,O,,2019-08-16T07:39:36.6000000
PLAKERCO,DISCHRG,2019-08-16T07:00:00.0000000,315,cfs,O,,2019-08-16T07:39:36.6170000
PLAKERCO,DISCHRG,2019-08-16T07:15:00.0000000,315,cfs,O,,2019-08-16T07:39:36.6170000
PLAKERCO,DISCHRG,2019-08-16T07:30:00.0000000,315,cfs,O,,2019-08-16T07:39:36.6170000
PLAKERCO,DISCHRG,2019-08-16T07:45:00.0000000,315,cfs,O,,2019-08-16T08:39:38.0470000
PLAKERCO,DISCHRG,2019-08-16T08:00:00.0000000,315,cfs,O,,2019-08-16T08:39:38.0470000
PLAKERCO,DISCHRG,2019-08-16T08:15:00.0000000,319,cfs,O,,2019-08-16T08:39:38.0470000
PLAKERCO,DISCHRG,2019-08-16T08:30:00.0000000,312,cfs,O,,2019-08-16T08:39:38.0470000
PLAKERCO,DISCHRG,2019-08-16T08:45:00.0000000,315,cfs,O,,2019-08-16T09:39:39.3530000
PLAKERCO,DISCHRG,2019-08-16T09:00:00.0000000,304,cfs,O,,2019-08-16T09:39:39.3700000
PLAKERCO,DISCHRG,2019-08-16T09:15:00.0000000,308,cfs,O,,2019-08-16T09:39:39.3700000
PLAKERCO,DISCHRG,2019-08-16T09:30:00.0000000,308,cfs,O,,2019-08-16T09:39:39.3700000
PLAKERCO,DISCHRG,2019-08-16T09:45:00.0000000,301,cfs,O,,2019-08-16T10:40:00.8000000
PLAKERCO,DISCHRG,2019-08-16T10:00:00.0000000,304,cfs,O,,2019-08-16T10:40:00.8130000
PLAKERCO,DISCHRG,2019-08-16T10:15:00.0000000,304,cfs,O,,2019-08-16T10:40:00.8130000
PLAKERCO,DISCHRG,2019-08-16T10:30:00.0000000,308,cfs,O,,2019-08-16T10:40:00.8130000
PLAKERCO,DISCHRG,2019-08-16T10:45:00.0000000,304,cfs,O,,2019-08-16T11:40:02.1100000
PLAKERCO,DISCHRG,2019-08-16T11:00:00.0000000,304,cfs,O,,2019-08-16T11:40:02.1270000
PLAKERCO,DISCHRG,2019-08-16T11:15:00.0000000,304,cfs,O,,2019-08-16T11:40:02.1270000
PLAKERCO,DISCHRG,2019-08-16T11:30:00.0000000,304,cfs,O,,2019-08-16T11:40:02.1270000
PLAKERCO,DISCHRG,2019-08-16T11:45:00.0000000,304,cfs,O,,2019-08-16T12:40:03.5130000
PLAKERCO,DISCHRG,2019-08-16T12:00:00.0000000,301,cfs,O,,2019-08-16T12:40:03.5270000
PLAKERCO,DISCHRG,2019-08-16T12:15:00.0000000,297,cfs,O,,2019-08-16T12:40:03.5270000
PLAKERCO,DISCHRG,2019-08-16T12:30:00.0000000,301,cfs,O,,2019-08-16T12:40:03.5270000
